Title,Hinban,Hinmei,KoushinNo,Customer,Maker,Status
"1","44","スリーブ","5 17～20","名光","テックアダチ",""
"2","TG-719-02","PALTE","3","住友理工","テックアダチ",""
"3","TZ-721-01","BRACKET  ENG MTG №2 RH","2","住友理工","テックアダチ",""
"4","","スリーブ","Q型（16）","名光","テックアダチ",""
"5","460","スリーブ","5 17～20","光","テックアダチ",""
"6","460","スリーブ","6 21～25","光","テックアダチ",""
"7","123","スリーブ","N型（13）","名光","テックアダチ",""
"8","123","スリーブ","O型（14）","名光","テックアダチ",""
"9","123","スリーブ","P型（15）","名光","テックアダチ",""
"10","TZ-589-01","BRACKET E/M №2 RH","2","住友理工","テックアダチ",""
"11","229718-0290","スリーブ","12 45～48","光","テックアダチ",""
"12","229718-0290","スリーブ","13 49～52","光","テックアダチ",""
"13","1F1319-12","BRACKET (LEGACY)","2","BS_BEST","西岡精工",""
"14","BY-494-02","ADAPTER ENG MTG","5","住友理工","テックアダチ",""
"15","TZ-725-01","BRACKET ENG  MTG №2 RH","2","住友理工","テックアダチ",""
"16","42S22000000","RTMT800 ディスクアダプターS","5","シマノ","テックアダチ","初品提出中"
"17","RJ0624-17","BRACKET","3","BS_BEST","テックアダチ",""
"18","ST-6800","巻取体　R","4","シマノ","テックアダチ",""
"19","STR9100","台座L/R","2","シマノ","テックアダチ",""
"20","67F11327","67Fカバーアノード","3","ヤマハ","フジイ金型",""
"21","69J-11327","69Jカバーアノード","3","ヤマハ","フジイ金型",""
"22","6C5","プレート","4","ヤマハ","フジイ金型",""
"23","CSM8100","スパイダーB","1","シマノ","協正金型",""
"24","STR7020","アダプターL（台座）","2","シマノ","八州製作",""
"25","130","スリーブ","2","光","西岡精工",""
"26","TG-719-01","BRACKET","13","住友理工","テックアダチ",""
"27","TG-719-01","BRACKET","14","住友理工","協正金型",""
"28","68T-45331-01","HSG,BEARING1","2","ヤマハ","フジイ金型",""
"29","STR8000","ﾚﾊﾞｰｲﾝﾅｰ　L","2","シマノ","テックアダチ",""
"30","STR8000","ﾚﾊﾞｰｲﾝﾅｰ　R","2","シマノ","テックアダチ",""
"31","STR8000","巻取体　L","2","シマノ","テックアダチ",""
"32","FCM8000","4アームアダプター　BD","4","シマノ","テックアダチ",""
"33","FCM8000","4アームアダプター　D","4","シマノ","テックアダチ",""
"34","ST9100","巻取体　L","2","シマノ","テックアダチ",""
"35","SL-BSレバー","ﾚﾊﾞｰ　R/L","2","シマノ","八州製作",""
"36","A401","ハウジング","4","名光","テックアダチ",""
"37","STR8025","アダプターR（台座）","3","シマノ","八州製作",""
"38","STR8025","アダプターL（台座）","3","シマノ","八州製作",""
"39","1340","スリーブ","12 45～48","光","西岡精工",""
"40","1340","スリーブ","13 49～52","光","西岡精工",""
"41","1T4897-11","BRACKET NO2(350t)","2","BS_BEST","フジイ金型",""
"42","1T4897-11","BRACKET NO2(650t)","5","BS_BEST","フジイ金型",""
"43","K1054K0B","ROD","2","TOYO TIRE","テックアダチ",""
"44","K1055K0B","ROD","2","TOYO TIRE","テックアダチ",""
"45","35732-B2100","CARRIER,PLANETARY（３PIN)","2","福寿","西岡精工",""
"46","35732-B2110","CARRIER,PLANETARY（4PIN)","2","福寿","西岡精工",""
"47","35732-B2120","CARRIER,PLANETARY（5PIN)","2","福寿","西岡精工",""
"48","123","スリーブ","R型（17）","名光","テックアダチ",""
"49","TG-719-01","BRACKET","15","住友理工","テックアダチ",""
"50","TG-719-01","BRACKET","16","住友理工","テックアダチ",""
"51","0750s","スリーブ","12 45～48","光","西岡精工",""
"52","0750s","スリーブ","13 49～52","光","西岡精工",""
"53","63p-44117-01-00-08","63Pブラケット","2","ヤマハ","西岡精工",""
"54","683-45361-02-00-08","CAP,LOWER CASING","8","ヤマハ","西岡精工",""
"55","K1017B0B","BRACKET","5","TOYO TIRE","フジイ金型",""
"56","K1065B0A","BRACKET","2","TOYO TIRE","テックアダチ",""
"57","K2030B0C","BRACKET","3","TOYO TIRE","テックアダチ",""
"58","K2045B1B","BRACKET （コの字）","4","TOYO TIRE","テックアダチ",""
"59","K2045B30","BRACKET","3","TOYO TIRE","テックアダチ",""
"60","K2046B2A","BRACKET","3","TOYO TIRE","西岡精工",""
"61","K4005B00","BRACKET","3","TOYO TIRE","テックアダチ",""
"62","K4007B0A","BRACKET （Lの字）","4","TOYO TIRE","フジイ金型",""
"63","STR7020","アダプターR（台座）","2","シマノ","八州製作",""
"64","0330","BRACKET","2","光","フジイ金型",""
"65","0340","BRACKET","2","光","フジイ金型",""
"66","0530s","スリーブ","3 9～12","光","テックアダチ",""
"67","BLM9120","マスターシリンダーＬ/Ｒ","2","シマノ","テックアダチ",""
"68","BR-M8100","CALIPER　R","3","シマノ","西岡精工",""
"69","BR-M8100","CALIPER　L","3","シマノ","西岡精工",""
"70","CSM8100/7100","SPIDER A","4","シマノ","協正金型",""
"71","CSM8100/7100","SPIDER A","5","シマノ","協正金型",""
"72","CSM8100/7100","SPIDER B","2","シマノ","協正金型",""
"73","1380","スリーブ","2 21～24","光","西岡精工",""
"74","SLMT800","BRACKET","2","シマノ","テックアダチ",""
"75","460","スリーブ","7S25～S28","光","テックアダチ",""
"76","460","スリーブ","8S29～S32","光","テックアダチ",""
"77","JT75_91","SPINDL BRKT","3","バンドー化学","テックアダチ",""
"78","229718-0290","スリーブ","14 53～56","光","テックアダチ",""
"79","229718-0290","スリーブ","15 57～60","光","テックアダチ",""
"80","JF2S0200001","END_PLATE(E-power)","2","VEJ","協正金型",""
"81","JF2S0200001","END_PLATE(E-power)","3","VEJ","協正金型",""
"82","K4012B00","BRACKET, ENG MTG, RR  (TNGA-WCVT)","2","TOYO TIRE","テックアダチ",""
"83","GF600843","GUS DUCT","2","VEJ","テックアダチ",""
"84","K2048B20","(WCVT_No2) BRKT","2","TOYO TIRE","西岡精工",""
"85","12306-B2150-11","エンジンサポートブラケット、LH","2","丸五","テックアダチ",""
"86","K4006B0A","BRACKET, ENG MTG, RR (TNGA-DAT)","3","TOYO TIRE","テックアダチ",""
"87","K2068B1A","BRACKET（丸一）","2 (入子のみ）","TOYO TIRE","テックアダチ",""
"88","TG-719-01","BRACKET","17","住友理工","テックアダチ",""
"89","TG-719-01","BRACKET","18","住友理工","テックアダチ",""
"90","122","スリーブ","5　U","名光","テックアダチ",""
"91","122","スリーブ","4　T","名光","テックアダチ",""
"92","123","スリーブ","S型（18）","名光","テックアダチ",""
"93","123","スリーブ","T型（19）","名光","テックアダチ",""
"94","K2045B30","BRACKET","4","TOYO TIRE","テックアダチ",""
"95","K2045B30","BRACKET","5","TOYO TIRE","テックアダチ",""
"96","K2045B1B","BRACKET （コの字）","5","TOYO TIRE","テックアダチ",""
"97","K4007B0A","BRACKET （Lの字）","5","TOYO TIRE","フジイ金型",""
"98","1J0719-14","No2.BRACKET","3","BS_BEST","フジイ金型",""
"99","K2046B2A","BRACKET","4","TOYO TIRE","西岡精工",""
"100","K2045B1B","BRACKET （コの字）","6","TOYO TIRE","テックアダチ",""
"101","1340","スリーブ","16","光","西岡精工",""
"102","1340","スリーブ","17","光","西岡精工",""
"103","JF2S0200005","END_PLATE","B型(2）","VEJ","協正金型",""
"104","JF2S0200005","END_PLATE","C型(3）","VEJ","協正金型",""
"105","GF700673 674","END PLATE N/P","2","VEJ","テックアダチ",""
"106","RTMT800","ディスクアダプターL","2","シマノ","テックアダチ",""
"107","12-358A-1 （UN30500)","BRACKET(子玉TQR)","2","住友理工","フジイ金型",""
"108","HZ-250-01（237）","ORIFICE BLOCK","3 （#9-12）","住友理工","テックアダチ",""
"109","BY-485-02","ADAPTER ENG MTG","2","住友理工㈱","テックアダチ","初品提出中"
"110","CSM8100/7100","SPIDER A","8","シマノ","協正金型",""
"111","CSM8100/7100","SPIDER A","9","シマノ","協正金型",""
"112","CSM8100/7100","SPIDER A","10","シマノ","協正金型",""
"113","ND-016-1","BRACKET","2","住友理工","テックアダチ",""
"114","K1017B0B","BRACKET","6","TOYO TIRE","フジイ金型",""
"115","GF600826-3","END　PLATE","2","VEJ","テックアダチ",""
"116","NR-165","BRKT-ENG MTG,LH","4","住友理工","西岡精工",""
"117","TZ-251","INSULATOR ENGINE MOUNTING RH","6","住友理工","テックアダチ",""
"118","DY-198","","5","住友理工","テックアダチ",""
"119","HZ-303(264)","BRACKETSIDEMTG","3","住友理工","テックアダチ",""
"120","HZ-312","BRACKET","2","住友理工","小林製作所",""
"121","TG719-2","PLATE","4","住友理工","テック",""
"122","UN-027-01","リバウンドストッパー（35-165）","3","住友理工","テックアダチ","ASSＹまち"
"123","750","スリーブ","14","光","西岡精工",""
"124","750","スリーブ","15","光","西岡精工",""
"125","35732-B2100","CARRIER,PLANETARY（３PIN)","3","福寿","西岡精工",""
"126","35732-B2120","CARRIER,PLANETARY（5PIN)","3","福寿","西岡精工",""
"127","STR7020","アダプターR（台座）","3","シマノ","八州製作",""
"128","STR7020","アダプターL（台座）","3","シマノ","八州製作",""
"129","TG-719-01","BRACKET","23","住友理工","テックアダチ",""
"130","CSM8000","SPIDER LOW A","3","シマノ","テックアダチ",""
"131","BR-M8100","CALIPER　R","4","シマノ","西岡精工",""
"132","BR-M8100","CALIPER　L","4","シマノ","西岡精工",""
"133","HZ-277-02","(HZ-223)","2","住友理工","テックアダチ","その他"
"134","[object Object]","BRACKET","2","住友理工","テックアダチ",""
"135","DY-208-2","BRACKET","2","住友理工","テックアダチ",""
"136","TZ-876(833)","BRKT No.2","2","住友理工","テックアダチ",""
"137","35732-B2110","CARIPER,PLANETARY(4PIN)","3","福寿","西岡精工",""
"138","1380","スリーブ","3","光","西岡精工",""
"139","229718-0290","スリーブ","17","光","テックアダチ",""
"140","460","スリーブ","9","光","テックアダチ",""
"141","460","スリーブ","10","光","テックアダチ",""
"142","RTMT900","ディスクアダプターL","2","シマノ","テックアダチ",""
"143","K1054K0B","ROD","3","TOYO TIRE","テックアダチ",""
"144","K2045B1B","BRACKET （コの字）","7・8","TOYO TIRE","テックアダチ",""
"145","MJ117-36042","","3","TOYO TIRE","テックアダチ",""
"146","MJ117-36059","","4","TOYO TIRE","西岡製作所",""
"147","42S22000000","RTMTディスクアダプターS","2","シマノ","テックアダチ",""
"148","K4007B0A","BRACKET （Lの字）","7","TOYO TIRE","フジイ金型",""
"149","K4007B0A","BRACKET （Lの字）","8","TOYO TIRE","フジイ金型",""
"150","CSM8100/7100","SPIDER A","11","シマノ","協正金型",""
"151","CSM8100/7100","SPIDER A","3","シマノ","協正金型",""
"152","CSM8100/7100","SPIDER A","12","シマノ","協正金型",""
"153","CSM8100/7100","SPIDER A","13","シマノ","協正金型",""
"154","340","BRACKET","4","光","フジイ金型",""
"155","6L2-5361-03-00-80","CAP LOWER CASING","2","ヤマハ","八洲製作",""
"156","JF2S0200005","END_PLATE","D型(4）","VEJ","協正金型",""
"157","JF2S0200005","END_PLATE","E型(5）","VEJ","協正金型",""
"158","11518-3602","HOUSING, BALANCESHAFT, NO2","4","オティックス","フジイ金型",""
"159","K1084K00","ROD","2","TOYO TIRE","八洲製作",""
"160","K2046B2A","BRACKET","5","TOYO TIRE","西岡精工",""
"161","K2068B1B","BRACKET（丸一）","3","TOYO TIRE","テックアダチ",""
"162","BR-M8100","CALIPER　R","5","シマノ","西岡精工",""
"163","BR-M8100","CALIPER　L","5","シマノ","西岡精工",""
"164","CSM5100","SPIDER","4","シマノ","小林製作所",""
"165","CSM5100","SPIDER","5","シマノ","小林製作所",""
"166","CSM8100/7100","SPIDER A","14・15","シマノ","協正金型",""
"167","CSM8100/7100","SPIDER A","16・17","シマノ","協正金型",""
"168","JT75","アーム","3","バンドー","テックアダチ",""
"169","K2068","BRACKET　コの字","3・4","TOYO TIRE","テックアダチ",""
"170","330","BRACKET","4","光","フジイ金型",""
"171","530","スリーブ","4","光","テックアダチ",""
"172","6AU-11651-00-00-80","ROD,CONNECTING","2","ヤマハ","テックアダチ","ASSＹまち"
"173","1T4897-11","BRACKET　No,2","6","BS_BEST","フジイ金型",""
"174","D10H28681（RH)/682（LH）","BRKT-DIFF","2","モルテン","西岡精工",""
"175","D24P-44023-K00","プレート","2","モルテン","西岡精工",""
"176","DFR92881（RH）/682（LH）","BRKT-DIFF","2","モルテン","小林製作所",""
"177","JN39","BRACKET","2","バンドー","テックアダチ",""
"178","JN39","ARM","2","バンドー","テックアダチ",""
"179","ＲF3265-14","HOLDER-LH","2","BS_BEST","フジイ金型",""
"180","122","スリーブ","V型","名光","テックアダチ",""
"181","122","スリーブ","W型","名光","テックアダチ",""
"182","123","スリーブ","U型","名光","テックアダチ",""
"183","123","スリーブ","V型","名光","テックアダチ",""
"184","15821-04985","ベアリングケース（ホイル1.メイン）","4 (#7.8)","井原精機","テックアダチ",""
"185","15821-04995","ベアリングケース（ホイル2.メイン）","4 (#7.8)","井原精機","テックアダチ",""
"186","CSM5100","SPIDER","6","シマノ","小林製作所",""
"187","CSM5100","SPIDER","7","シマノ","小林製作所",""
"188","CSM8100/7100","SPIDER A","20 (#20.21)","シマノ","協正金型製作所",""
"189","CSM8100/7100","SPIDER B","3","シマノ","協正金型製作所",""
"190","CSM8100/7100","SPIDER A","18 (#18.19)","シマノ","協正金型製作所",""
"191","63P-15319-00-00-80","63P ジョイント","3","ヤマハ","フジイ金型",""
"192","ST-6800","巻き取り体R","5","シマノ","テックアダチ","寸検待ち"
"193","679-45331-00-00-80","679ハウジングベアリング","3","ヤマハ","八洲",""
"194","6G1-45361-01-00-80","6G1キャップロワー","4","ヤマハ","八洲",""
"195","NAK576A392","ハウジング","16","名光","西岡精工",""
"196","K1017B0B","BRACKET","8","TOYO TIRE","フジイ金型","引き渡し済"
"197","K1014","ブラケット","4","TOYO TIRE","テックアダチ",""
"198","K1055","ブラケット","3","TOYO TIRE","テックアダチ",""
"199","K2070","ブラケット","2","TOYO TIRE","小林製作所",""
"200","K4007","ブラケット","9","TOYO TIRE","フジイ金型",""
"201","K4007","ブラケット","10","TOYO TIRE","フジイ金型",""
"202","K4012B00","ブラケット","4","TOYO TIRE","テックアダチ",""
"203","K4013","ブラケット","2","TOYO TIRE","フジイ金型",""
"204","TG-719","ストラット","24","住友理工","テックアダチ",""
"205","TG-719","ストラット","25","住友理工","テックアダチ",""
"206","TG-719","ストラット","26","住友理工","テックアダチ",""
"207","RJ0624","ブラケット","5","BS_BEST","テックアダチ",""
"208","DA-709","ブラケット","3","住友理工","テックアダチ",""
"209","TK-001","ブラケット","2","住友理工","テックアダチ",""
"210","TQ-283","ブラケット","2","住友理工","西岡精工",""
"211","TQ-285","ブラケット","2","住友理工","テックアダチ",""
"212","K2085B10","コの字","8","TOYO TIRE","テックアダチ",""
"213","K2085B30","丸一","8","TOYO TIRE","テックアダチ",""
"214","K4006B0A","BRACKET","4","TOYO TIRE","テックアダチ",""
"215","CSM5100","SPIDER","8","シマノ","協正金型",""
"216","CSM5100","SPIDER","9","シマノ","協正金型",""
"217","CSM8100/7100","SPIDER A","22・23","シマノ","協正金型",""
"218","CSM8100/7100","SPIDER A","24・25","シマノ","協正金型",""
"219","CSM8100/7100","SPIDER A","26・27","シマノ","協正金型",""
"220","STR7020","アダプターR","4","シマノ","八洲製作",""
"221","STR7020","アダプターL","4","シマノ","八洲製作",""
"222","RTMT900","ディスクアダプターM","2","シマノ","八洲製作","初品提出中"
"223","B1RK0100000","CS-M8000　SPIDER TOP A","2","シマノ","テックアダチ",""
"224","C0L50040000","CSM6100/8100/7100　スパイダーA","28.29 （シマノ28）","シマノ","協正金型","初品提出中"
"225","330","BRACKET","5","光","フジイ金型",""
"226","ST9100","巻き取り体L","3","シマノ","テックアダチ","金型工事中"
"227","ND-005","OUTER","2","住友理工㈱","テックアダチ","初品提出中"
"228","TZ-725-01","No2Bracket","3","住友理工㈱","テックアダチ","加工試作待ち"
"229","DY-154（231）","BRACKET","4","住友理工","西岡製作所",""
"230","K1108","ROD","2","TOYOTIRE","八洲製作",""
"231","K2048","BRACKET","3","TOYOTIRE","西岡精工",""
"232","SY-173","ENGINEBRACKET","3","住友理工","フジイ金型",""
"233","TK-052（329）","No2Bracket","3","住友理工","西岡精工",""
"234","61N-41123-01-00-80 （6K8－41123－W0）","OUTERCOVEREXHAUST","3","ヤマハ発動機㈱","テックアダチ",""
"235","6K8-41121-00-00-80","INNERCOVEREXHAUST","3","ヤマハ発動機㈱","テックアダチ","その他"
"236","340","SBW","5","光","フジイ金型",""
"237","1340","スリーブバルブ","18","光","西岡精工",""
"238","1340","スリーブバルブ","19","光","西岡精工",""
"239","42S22000000","RTMTディスクアダプターS","3","シマノ","テックアダチ",""
"240","RTMT900","ディスクアダプターSS","2","シマノ","テックアダチ",""
"241","1380","sleeve","4","光","西岡精工",""
"242","1380","sleeve","5","光","西岡精工",""
"243","CSM8000","SPIDER LOW B","6","シマノ","テックアダチ",""
"244","K2085（丸）","BRKT","9","TOYO TIRE","テックアダチ",""
"245","K2085（丸）","BRKT","10","TOYO TIRE","テックアダチ",""
"246","229718-0290","スリーブバルブ","18","光","テックアダチ",""
"247","229718-0290","スリーブバルブ","19","光","テックアダチ",""
"248","TK-022","オリフィス","2","住友理工","西岡",""
"249","CSM8100/7100","SPIDER A","30.31","シマノ","協正金型","初品提出中"
"250","CSM8100/7100","SPIDER A","32.33","シマノ","協正金型","初品提出中"
"251","ST-R8025","ADAPTER L","4","シマノ","八州製作所","その他"
"252","ST-R8025","ADAPTER R","4","シマノ","八州製作所","その他"
"253","C0L50040000","CSM6100/8100/7100　スパイダーA","34.35","シマノ","協正金型","引き渡し準備済"
"254","CAREERPLANETARY","5PINI","4","福寿","西岡精工",""
"255","K2045B1B（この字）","BRKT","9","TOYOTIRE","テックアダチ",""
"256","K2068B1C","BRKT（丸一）","4","TOYOTIRE","テックアダチ",""
"257","K2068B20（この字）","BRKT（650ｔ）","4","TOYOTIRE","テックアダチ",""
"258","GF600827","CENTER PLATE","2","VEJ","テックアダチ",""
"259","123","スリーブソレノイド","W","名光","テックアダチ",""
"260","123","スリーブソレノイド","X","名光","テックアダチ",""
"261","ＲF3264-14","HOLDER-RH","3","プロスパイラM","テックアダチ",""
"262","ＲF3264-14","HOLDER-RH","4","プロスパイラM","テックアダチ",""
"263","ＲF3265-14","HOLDER-LH","3","プロスパイラM","テックアダチ",""
"264","ＲF3265-14","HOLDER-LH","4","プロスパイラM","テックアダチ",""
"265","UN-328-00","オリフィス(35-084)","5","住友理工","テックアダチ","その他"
"266","K1029B00","BRKT","3","TOYOTIRE","フジイ金型","初品提出中"
"267","K1065B0A","BRKT","3","TOYOTIRE","テックアダチ",""
"268","12306-B2170-11","BRKT　LH","2","丸五ゴム","協正金型",""
"269","A2S24000000","RTMT800　ディスクL","3","シマノ","協正金型","その他"
"270","4FA41　03000","ROD","2","サンノハシ","テックアダチ",""
"271","C0L50040000","CSM6100/8100/7100　スパイダーA","36.37","シマノ","協正金型","その他"
"272","A0LC0040000","CS-M5100　SPIDER","10","シマノ","協正金型","その他"
"273","BR-M8100","CALIPER　R","7","シマノ","西岡精工",""
"274","BR-M8100","CALIPER　L","7","シマノ","西岡精工",""
"275","CS-M8100","SPIDER A","36","シマノ","協正金型",""
"276","66T-15771-00-00-80/","STAY1","2","ヤマハ発動機㈱","テックアダチ","その他"
"277","K2085B10","BRKTこの字","10","TOYOTIRE","テックアダチ","初品提出中"
"278","CS-R8100","SPIDER LOW A","2","シマノ","テックアダチ","その他"
"279","CS-R8100","SPIDER LOW B","2","シマノ","テックアダチ",""
"280","A433","ハウジング","5","名光","テックアダチ",""
"281","TK-025","BRKT","2","住友理工","西岡",""
"282","TG-719-02","PLATE","4","住友理工","テックアダチ",""
"283","TJ-602-02","PLATE","3","住友理工","テックアダチ","ASSＹまち"
"284","122","スリーブソレノイド","X","名光","テックアダチ",""
"285","122","スリーブソレノイド","Y","名光","テックアダチ",""
"286","A2RT0100000","BRM8100　キャリパーL","8","シマノ","西岡精工","その他"
"287","B2RT0200000","BR-M8100　キャリパーR","8","シマノ","西岡精工","引き渡し準備済"
"288","ＲF3264-14","HOLDER-RH","5","プロスパイラM","テックアダチ","その他"
"289","ＲF3264-14","HOLDER-RH","6","プロスパイラM","テックアダチ","その他"
"290","ＲF3265-14","HOLDER-LH","5","プロスパイラM","テックアダチ","その他"
"291","ＲF3265-14","HOLDER-LH","6","プロスパイラM","テックアダチ","その他"
"292","67F-11327-01-00-MA","67Fｶﾊﾞｰｱﾉｰﾄﾞ","4","ヤマハ発動機㈱","フジイ金型","ASSＹまち"
"293","69J","カバーアノード","4","ヤマハ発動機㈱","フジイ金型","ASSＹまち"
"294","61N-45361-01-00-80","61Nｷｬｯﾌﾟﾛｰｱｰｹｰｼﾝｸﾞ","3","ヤマハ発動機㈱","テックアダチ","ASSＹまち"
"295","3pini","CARRIER,PLANETARY","3","福寿","西岡精工","その他"
"296","4pini","CARRIER,PLANETARY","4","福寿","西岡精工",""
"297","GF700673 674","END　PLATE　N/P","3","VEJ","テックアダチ",""
"298","UN-329-00","BRKT（12-382）","2","住友理工㈱","八州製作所","引き渡し済"
"299","DA-654-1","BRKT","3","住友理工","西岡精工",""
"300","TG-719-1","ストラット","29","住友理工","テックアダチ",""
"301","TG-719-1","ストラット","27","住友理工","テックアダチ",""
"302","TG-719-1","ストラット","28","住友理工","テックアダチ",""
"303","TK-093-02","BRKT","2","住友理工","西岡精工",""
"304","JF2S0200005","END　PLATE　MG2","7","VEJ","協正金型製作所",""
"305","JF2S0200005","END　PLATE　MG2","8","VEJ","協正金型製作所",""
"306","JF2S0200005","END　PLATE　MG2","9","VEJ","協正金型製作所",""
"307","RTMT900","DISC ADAPTER　L","3","シマノ","テックアダチ","引き渡し済"
"308","K1054K0B","ROD","4","TOYOTIRE","テックアダチ",""
"309","K2046B2A","BRKT","7","TOYOTIRE","フジイ金型",""
"310","K2085B30","BRKT","12","TOYOTIRE","テックアダチ",""
"311","K2085B30","BRKT","11","TOYOTIRE","テックアダチ",""
"312","K4007","BRKT","11","TOYOTIRE","フジイ金型",""
"313","K4007","BRKT","12","TOYOTIRE","フジイ金型",""
"314","K4012B00","BRKT","5","TOYOTIRE","テックアダチ",""
"315","3P409041","軸受けハウジング","4","天木鉄工","西岡精工",""
"316","GF600826-3","END PLATE","4","VEJ","テックアダチ","初品提出中"
"317","GF600826-3","END PLATE","3","VEJ","テックアダチ",""
"318","079618-0750","スリーブ","18・19","光","西岡精工","その他"
"319","1T4897-11","BRKT（350T*2）","7","プロスパイラM","フジイ金型","初品提出中"
"320","K4006B0A","BRKT","5","TOYOTIRE","テックアダチ",""
"321","HZ-303(264)","BRKT","4","住友理工","テックアダチ","ASSＹまち"
"322","HZ-312-1","BRKT","3","住友理工","愛豊精機","その他"
"323","TQ-289-02","BRKT","2","住友理工","西岡精工","その他"
"324","1A7201-11","BRKT-ENG MTG","5","プロスパイラM","テックアダチ","初品提出中"
"325","TQ-283-02","BRKT","3","住友理工","西岡精工","初品提出中"
"326","K2070","BRKT","3","TOYOTIRE","フジイ金型","その他"
"327","460","スリーブ","13","光","テックアダチ","初品提出中"
"328","460","スリーブ","14","光","テックアダチ","初品提出中"
"329","530","スリーブ","5","光","テックアダチ",""
"330","RT-MT800","DISC S","4","シマノ","テックアダチ",""
"331","3pini設変","キャリア","2","福寿","西岡精工",""
"332","4pin","キャリア","5","福寿","西岡精工",""
"333","1380","スリーブ","6","光","西岡精工",""
"334","1380","スリーブ","7","光","西岡精工",""
"335","1340","スリーブ","21","光","西岡精工","その他"
"336","1340","スリーブ","19","光","西岡精工",""
"337","1340","スリーブ","20","光","西岡精工","その他"
"338","229718-0290","スリーブ","20","光","テックアダチ",""
"339","229718-0290","スリーブ","21","光","テックアダチ","初品提出中"
"340","DFR928681/682","BRKT-DIFF","3","モルテン","テックアダチ",""
"341","RJ0624","BRKT","6","プロスパイラM","テックアダチ",""
"342","CS-M8000","SPIDER LOW B","7","シマノ","テックアダチ","初品提出中"
"343","TQ-471-01","BRKT","2","住友理工","テックアダチ","ASSＹまち"
"344","1T0937-11","BRKT","2","プロスパイラM","テックアダチ","その他"
"345","04387-0330","BRKT","6","㈱光製作所","フジイ金型","引き渡し準備済"
"346","04387-0340","BRKT","6","㈱光製作所","フジイ金型","引き渡し準備済"
"347","15821-04985","ベアリングケース　ホイル1","5","井原精機","テックアダチ","その他"
"348","TQ-427-02","BRKT","2","住友理工","西岡精工","その他"
"349","K2071B2B","BRKT","2","TOYOTIRE","佐藤商事","その他"
"350","35732-B2110","35732-D88C7（4PIN","6","福寿","西岡精工","その他"
"351","3pini設変","キャリア","3","福寿","西岡精工",""
"352","HZ-261-01","BRKT","2","住友理工㈱","テックアダチ","引き渡し済"
"353","BY-494-02","ADAPTER　ENG MTG","6","住友理工","テックアダチ","その他"
"354","HZ-350-2","BRKT","2","住友理工","愛豊精機","初品提出中"
"355","K1084K0B","ROD","3","TOYOTIRE","型技","初品提出中"
"356","1J0719-14","NO.2 BRKT","4","プロスパイラM","フジイ金型","初品提出中"
"357","40RF0100000","CSLG700　スパイダーA","2","シマノ","佐藤商事","寸検待ち"
"358","A2S24000000","RTMT800ディスクL　（6ARM）","4","シマノ","佐藤商事","その他"
"359","K1113B00","BRKT","2","TOYOTIRE","フジイ金型","その他"
"360","K2068B1C","BRKT","5","TOYOTIRE","テックアダチ","その他"
"361","K2068B1C","BRKT（丸一）","6","TOYO TIRE㈱","テックアダチ","その他"
"362","B1RK0100000","CS-M8000　SPIDER TOP A","3（大日程２）","シマノ","テックアダチ","製作段階（作成・承認含む）"
"363","41RK0100000","CSM8000　スパイダートップA","2","シマノ","テックアダチ","合格済/予備ピン手配中"
"364","B2RT0200000","BR-M8100　キャリパーR","9","シマノ","西岡精工","初品提出中"
"365","A2RT0100000","BRM8100キャリパーL","9","シマノ","西岡精工","寸検待ち"
"366","RJ0624-17","BRKT","7","プロスパイラM","テックアダチ","初品提出中"
"367","ＲF3264-14","HOLDER-RH","7","プロスパイラM","テックアダチ","その他"
"368","ＲF3264-14","HOLDER-RH","8","プロスパイラM","テックアダチ","その他"
"369","ＲF3265-14","HOLDER-LH","7","プロスパイラM","テックアダチ","その他"
"370","ＲF3265-14","HOLDER-LH","8","プロスパイラM","テックアダチ","その他"
"371","STR9120","カムガイドR","4","シマノ","西岡精工","その他"
"372","STR9120","カムガイドL","4","シマノ","西岡精工","その他"
"373","CS-M8100/7100","SPIDER B","4","シマノ","佐藤商事","寸検待ち"
"374","12306-B2170-11","エンジンサポートブラケットLH","3","丸五ゴム","佐藤商事","初品提出中"
"375","48831-900B1","アルミリング","2","BASF","佐藤商事","初品提出中"
"376","K1054K0B","ROD","5","TOYOTIRE","テックアダチ","初品提出中"
"377","K1065B0A","BRKT","4","TOYOTIRE","テックアダチ","その他"
"378","K2068B2B","BRKT（650ｔ）","5","TOYOTIRE","テックアダチ","初品提出中"
"379","K4006B0A","BRKT","6","TOYOTIRE","テックアダチ","初品提出中"
"380","K4007B0B","BRKT","13","TOYOTIRE","フジイ金型","初品提出中"
"381","K4007B0B","BRKT","14","TOYOTIRE","フジイ金型","初品提出中"
"382","K4012B00","BRKT","6","TOYOTIRE","テックアダチ","その他"
"383","TG-719-01","BRKT","30","住友理工","テックアダチ","初品提出中"
"384","TG-719-01","BRKT","31","住友理工","テックアダチ","初品提出中"
"385","TG-719-01","BRKT","32","住友理工","テックアダチ","初品提出中"
"386","TK-022-01","ORIFICE","3","住友理工","西岡精工","ASSＹまち"
"387","TK-289B-01","BRACKET","3","住友理工","フジイ金型","ASSＹまち"
"388","TK-290-01","BRKT","2","住友理工","フジイ金型","その他"
"389","TK-291B-01","BRACKET","3","住友理工","フジイ金型","その他"
"390","TK-292-01","BRKT","2","住友理工","フジイ金型","その他"
